,agency,administering_org,primary_ownership_group,county,activity,category,activity_status,activity_acres,activity_end,shape_Length,shape_Area,source,project_type,activity_description,project_status,activity_start,date_proposed,date_certified,project_acres,fs_unit_name,fs_unit_id,rx_burn_id,gis_acres,rx_consum,pre_con_class,post_con_class,date_approved,date_expired,objective,activity_group,filter_year,department,cost_per_acre,id,Watershed,HUC8,WatershedGroup,category2,category3
5456,,"Thomas Murphy, Michelle Miller Murphy","Thomas Murphy, Michelle Miller Murphy",Butte,Emergency Notice - Fire,Harvest,Complete,15.74182397,,1382.3001670789606,63704.90141813249,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5457,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5462,,"Carole Nading, Daniel Nading","Carole Nading, Daniel Nading",Butte,Emergency Notice - Fire,Harvest,Complete,17.27339106,,1228.5375614044792,69902.93355696255,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5463,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5458,,Nancy Proietti et al,Nancy Proietti et al,Butte,Emergency Notice - Fire,Harvest,Complete,106.68091314,,3959.669976301503,431722.33848027256,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5459,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5537,,Siller Brothers Inc,Siller Brothers Inc,Butte,Emergency Notice - Fire,Harvest,Complete,48.46596284,,1909.371321821288,196134.79300570424,CAL FIRE Emergency Notices,,Bear Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5538,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5538,,Siller Brothers Inc,Siller Brothers Inc,Butte,Emergency Notice - Fire,Harvest,Complete,283.6410148,,5688.494936695247,1147854.4623968517,CAL FIRE Emergency Notices,,Bear Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5539,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5539,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,22.13393454,,2048.0566005289083,89572.8551284901,CAL FIRE Emergency Notices,,Bear Fire- 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5540,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5540,,Siller Brothers Inc,Siller Brothers Inc,Butte,Emergency Notice - Fire,Harvest,Complete,53.81638104,,2408.5461125434763,217787.1672518895,CAL FIRE Emergency Notices,,Bear Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5541,Middle Fork Feather,18020123,Feather,Harvest,Harvest
2458,USDA,USFS,Federal,Butte,Prescribed Fire,Beneficial Fire,Complete,66.85696830011294,,4428.956911626203,270638.68418289104,USFS Watershed Improvement Tracking (WIT),,051103 Brush Creek 1 Underburn 2018,,2018.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Prescribed Fire,2018.0,nan,,2459,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
2455,USDA,USFS,Federal,Butte,Prescribed Fire,Beneficial Fire,Complete,501.1667275145237,,15675.583008722193,2028767.535563735,USFS Watershed Improvement Tracking (WIT),,051103 Brush Creek Underburn Feb 2018,,2018.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Prescribed Fire,2018.0,nan,,2456,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
2454,USDA,USFS,Federal,Butte,Prescribed Fire,Beneficial Fire,Complete,501.1667275145237,,15675.583008722193,2028767.535563735,USFS Watershed Improvement Tracking (WIT),,051103 Brush Creek Underburn May 2018,,2018.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Prescribed Fire,2018.0,nan,,2455,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
2453,USDA,USFS,Federal,Butte,Erosion Control,Restoration - Other,N/A,0.13130468473168452,,83.29430372500414,531.5036221441642,USFS Watershed Improvement Tracking (WIT),,21N05_Landing,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Erosion Control,,nan,,2454,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2452,USDA,USFS,Federal,Butte,Fence-Exclosure,Restoration - Other,N/A,1.4146802805245398,,304.458115436943,5726.356369933388,USFS Watershed Improvement Tracking (WIT),,21N25_Mdw,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Fence-Exclosure,,nan,,2453,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2451,USDA,USFS,Federal,Butte,Prescribed Fire,Beneficial Fire,Complete,239.52274309588114,,6611.952117097818,969608.8992562805,USFS Watershed Improvement Tracking (WIT),,051103-Brush Creek Underburn 2016,,2016.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Prescribed Fire,2016.0,nan,,2452,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
2457,USDA,USFS,Federal,Butte,Decommission-Treatment Scale 3,Restoration - Other,Complete,2.1550997808223777,,726.6371025453035,8723.495281078742,USFS Watershed Improvement Tracking (WIT),,21N23YD Road Decommissioning 2013 from 2008 Watdog EIS,,2013.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,2013.0,nan,,2458,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
5742,,Mike Glaze,Mike Glaze,Butte,Emergency Notice - Fire,Harvest,Complete,149.79960392,,3107.126289252783,606217.4891895525,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5743,Middle Fork Feather,18020123,Feather,Harvest,Harvest
2449,USDA,USFS,Federal,Butte,Wildlife Hab Improved,Restoration - Other,Complete,288.02377048493094,,10301.537240218899,391603.3964351625,USFS Watershed Improvement Tracking (WIT),,,,2014.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Wildlife Hab Improved,2014.0,nan,,2450,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2448,USDA,USFS,Federal,Butte,,,Complete,198.77450996848455,,4910.458705674431,30339.81915315436,USFS Watershed Improvement Tracking (WIT),,,,2014.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,,2014.0,nan,,2449,Middle Fork Feather,18020123,Feather,,
2446,USDA,USFS,Federal,Butte,Decommission-Treatment Scale 3,Restoration - Other,Complete,4.839360198674597,,1527.2045100355263,19589.56476137074,USFS Watershed Improvement Tracking (WIT),,19N19A Road Decommissioning 2013 from Slapjack EIS,,2013.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,2013.0,nan,,2447,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2426,USDA,USFS,Federal,Butte,Decommission,Restoration - Other,Complete,2.1040071389028494,,676.9076790512474,8517.015346803379,USFS Watershed Improvement Tracking (WIT),,U1239 Road Removal 2013 from 2006 Slapjack EIS,,2013.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,2013.0,nan,,2427,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2425,USDA,USFS,Federal,Butte,Thinning-Precommercial,Mechanical Fuels Reduction,Complete,19.897410859702948,,1127.9623724323144,80542.80412058596,USFS Watershed Improvement Tracking (WIT),,precommercial thin,,2017.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Precommercial Thinning,2017.0,nan,,2426,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
2424,USDA,USFS,Federal,Butte,Thinning-Precommercial,Mechanical Fuels Reduction,Complete,62.93796057210524,,3613.222220699256,254771.70866001025,USFS Watershed Improvement Tracking (WIT),,precommercial thin,,2017.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Precommercial Thinning,2017.0,nan,,2425,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
2423,USDA,USFS,Federal,Butte,Thinning-Precommercial,Mechanical Fuels Reduction,Complete,63.13763143438213,,1224.7335916000025,44980.427503735504,USFS Watershed Improvement Tracking (WIT),,precommecial thin / piling,,2017.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Precommercial Thinning,2017.0,nan,,2424,Middle Fork Feather,18020123,Feather,Mechanical Fuels Reduction,Mechanical Fuels Reduction
2456,USDA,USFS,Federal,Butte,Decommission,Restoration - Other,N/A,3.785875508678639,,1196.8309390072168,15324.617787480933,USFS Watershed Improvement Tracking (WIT),,Watson North TS - E,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,,nan,,2457,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
4259,CNRA,Butte CAL FIRE,,Butte,Broadcast Burn,Beneficial Fire,Complete,26.0,2013.0,1577.233908496242,103962.53741495725,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,Loafer Creek VMP - Loafer 08,,2013.0,,,,,,2100-2011-VMP-001-008,25.6897029876709,,,,,,,Broadcast Burn,2013.0,CALFIRE,,4260,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
5474,,Loren Perkins Living Trust,Loren Perkins Living Trust,Butte,Emergency Notice - Fire,Harvest,Complete,13.14913415,,1010.4672679014506,53212.65798970282,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5475,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5475,,Linda Philips,Linda Philips,Butte,Emergency Notice - Fire,Harvest,Complete,15.34183044,,2255.8801924433574,62086.18504079346,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5476,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5468,,Smith Family Trust,Smith Family Trust,Butte,Emergency Notice - Fire,Harvest,Complete,22.93726683,,1648.5639137102567,92823.82557150844,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5469,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5523,,Judith McCrary Trust,Judith McCrary Trust,Butte,Emergency Notice - Fire,Harvest,Complete,5.65498821,,1017.470678596343,22884.92535380837,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5524,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5524,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,253.46785598,,9470.35808145328,1025748.0208495345,CAL FIRE Emergency Notices,,Bear Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5525,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5525,,David Whittier,David Whittier,Butte,Emergency Notice - Fire,Harvest,Complete,17.42782877,,1127.1675315208208,70527.92079809502,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5526,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5526,,David Whittier,David Whittier,Butte,Emergency Notice - Fire,Harvest,Complete,19.509988,,1193.5821106244807,78954.12022755788,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5527,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5527,,Loraine Frazier et al,Loraine Frazier et al,Butte,"Emergency Notice - Financial, Fire",Harvest,Complete,19.60060739,,1194.4837850307483,79320.84388282566,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5528,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5528,,Black Oak Ridge LLC,Black Oak Ridge LLC,Butte,Emergency Notice - Fire,Harvest,Complete,33.14729702,,1730.1722233773312,134142.35182493224,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5529,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5522,,Samuel Callison Rev Trust,Samuel Callison Rev Trust,Butte,Emergency Notice - Fire,Harvest,Complete,39.90359672,,1608.070225326877,161484.12667677642,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Emergency Notice,2019.0,nan,,5523,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5529,,Bruce Steidl,Bruce Steidl,Butte,Emergency Notice - Fire,Harvest,Complete,2.53471648,,722.7056619833735,10257.63366100109,CAL FIRE Emergency Notices,,,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5530,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5531,,Eduard Horodenski et al,Eduard Horodenski et al,Butte,"Emergency Notice - Financial, Fire",Harvest,Complete,11.27982322,,1058.5725621275487,45647.8250554018,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5532,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5532,,Paul Langell,Paul Langell,Butte,Emergency Notice - Fire,Harvest,Complete,9.35008442,,988.4587647822445,37838.4491962774,CAL FIRE Emergency Notices,,Ponderosa fire,,,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Emergency Notice,2019.0,nan,,5533,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5533,,Estill Bradley Dyer Jr & Maria Jesus Dyer Rev Living Tr,Estill Bradley Dyer Jr & Maria Jesus Dyer Rev Living Tr,Butte,Emergency Notice - Fire,Harvest,Complete,35.99909791,,1533.4144939321811,145683.1805793297,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2023.0,2024.0,Timber Harvest,Emergency Notice,2024.0,nan,,5534,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5534,,Mark Uhlenkott,Mark Uhlenkott,Butte,Emergency Notice - Fire,Harvest,Complete,4.32945668,,732.4564826491687,17520.68957919409,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5535,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5535,,Nauman Family Trust,Nauman Family Trust,Butte,Emergency Notice - Fire,Harvest,Complete,9.21914429,,842.8501063621704,37308.55327857822,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5536,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5418,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,218.05253738,,4542.307074745824,882427.3113226065,CAL FIRE Emergency Notices,,Bear Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5419,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5417,,Multiple landowners,Multiple landowners,Butte,Emergency Notice - Fire,Harvest,Complete,70.44212714,,3602.1024383436693,285069.17464417237,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5418,Middle Fork Feather,18020123,Feather,Harvest,Harvest
4256,USDA,Plumas National Forest,,Butte,Fire Use,Beneficial Fire,Complete,7.9,,971.908716033654,31955.641530063454,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,SLAPJACK DFPZ,,2019.0,,,,,,3040062000,7.896410942077637,,,,,,,Prescribed Fire,2019.0,USFS,,4257,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
1961,USDA,USFS,Federal,Sierra,Pipe Capping-Removal,Restoration - Other,Complete,0.6052780460237015,,62.5940100603403,306.14712244281293,USFS Watershed Improvement Tracking (WIT),,051753 Outhouse Vent Screens 2015,,2015.0,,,,TAHOE NATIONAL FOREST,0517,,,,,,,,,Pipe Capping-Removal,2015.0,nan,,1962,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
1960,USDA,USFS,Federal,Sierra,InvasiveSpeciesMgmt-TerPlant,Restoration - Other,Complete,169.95654853136563,,2593.3752286810295,48147.624885416015,USFS Watershed Improvement Tracking (WIT),,051700 Invasive Species Treatment 2021,,2021.0,,,,TAHOE NATIONAL FOREST,0517,,,,,,,,,Invasives Management,2021.0,nan,,1961,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
4257,USDA,Plumas National Forest,,Butte,Broadcast Burn,Beneficial Fire,Complete,53.0,2018.0,15675.581416292825,2028767.4716702471,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,BRUSH CREEK UNDERBURN,,2018.0,,,,,,4120970000,501.3193664550781,,,,,,,Broadcast Burn,2018.0,USFS,,4258,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
2422,USDA,USFS,Federal,Butte,Decommission,Restoration - Other,Complete,10.853370384219218,,3539.4037611978,43934.754061925974,USFS Watershed Improvement Tracking (WIT),,U1224 Road Removal 2013 from 2006 Slapjack EIS,,2013.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,2013.0,nan,,2423,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
4258,USDA,Plumas National Forest,,Butte,Broadcast Burn,Beneficial Fire,Complete,501.0,2018.0,15675.581416284533,2028767.483366975,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,BRUSH CREEK UNDERBURN,,2018.0,,,,,,5975799010602,501.3193664550781,,,,,,,Broadcast Burn,2018.0,USFS,,4259,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
5517,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,27.16748441,,1948.7037283020195,109942.90874966761,CAL FIRE Emergency Notices,,North Complex Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5518,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5520,,"Sierra Pacific Land and Timber Co, RH Emmerson and Sons LLC","Sierra Pacific Land and Timber Co, RH Emmerson and Sons LLC",Butte,Emergency Notice - Fire,Harvest,Complete,534.2011638,,20880.57993575576,2161835.4105685013,CAL FIRE Emergency Notices,,Bear Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5521,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5519,,Sierra Pacific Land and Timber Co,Sierra Pacific Land and Timber Co,Butte,Emergency Notice - Fire,Harvest,Complete,500.49175517,,28097.34807168238,2025418.2737485257,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5520,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5521,,"Sierra Pacific Land and Timber Co, R H Emmerson and Sons LLC","Sierra Pacific Land and Timber Co, R H Emmerson and Sons LLC",Butte,Emergency Notice - Fire,Harvest,Complete,473.41529231,,14632.664611123952,1915843.7161323358,CAL FIRE Emergency Notices,,2020 North Complex Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5522,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5530,,R H Emmerson & Son LLC,R H Emmerson & Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,16.83809911,,1600.0847082852479,68141.36953385477,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Emergency Notice,2019.0,nan,,5531,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5536,,Christopher Moore,Christopher Moore,Butte,Emergency Notice - Fire,Harvest,Complete,35.6940019,,1675.5240308950856,144448.5008415795,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5537,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5518,,Sierra Pacific Industries,Sierra Pacific Industries,Butte,Emergency Notice - Fire,Harvest,Complete,65.049825,,2464.690404265174,263247.3020793843,CAL FIRE Emergency Notices,,,,,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Emergency Notice,2019.0,nan,,5519,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5,CNRA,CALFIRE,STATE,Butte,PILE_BURN,Beneficial Fire,Complete,1.0,2022.0,13232.549199585512,3699010.656847832,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Pile Burning,2022.0,CALFIRE,,6,Middle Fork Feather,18020123,Feather,Beneficial Fire,Beneficial Fire - Intentional
2421,USDA,USFS,Federal,Butte,Decommission,Restoration - Other,Complete,5.0109122719555925,,1629.4144668884696,20284.638698105344,USFS Watershed Improvement Tracking (WIT),,19N50 Road Decommissioning 2013 from 2006 Slapjack EIS,,2013.0,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Decommissioning,2013.0,nan,,2422,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
2428,USDA,USFS,Federal,Butte,Thinning-Commercial,Harvest,N/A,7.053332269415647,,689.6234687604319,28551.660413430785,USFS Watershed Improvement Tracking (WIT),,051103-Bloomer Selection Cut,,,,,,PLUMAS NATIONAL FOREST,0511,,,,,,,,,Commercial Thinning,,nan,,2429,Middle Fork Feather,18020123,Feather,Harvest,Harvest
1965,USDA,USFS,Federal,Sierra,Thinning-Commercial,Harvest,N/A,612.339966255211,,40303.93119860545,2477106.1685556895,USFS Watershed Improvement Tracking (WIT),,Quail Com Thin,,,,,,TAHOE NATIONAL FOREST,0517,,,,,,,,,Commercial Thinning,,nan,,1966,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5556,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,402.92956964,,11361.685856152817,1630598.1166558862,CAL FIRE Emergency Notices,,Bear Fire (2020 North Complex),,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5557,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5547,,"Strachan Family Irrevocable Trust, Patricia Sparman","Strachan Family Irrevocable Trust, Patricia Sparman",Butte,Emergency Notice - Fire,Harvest,Complete,110.88337784,,6067.800825323526,448729.10975381016,CAL FIRE Emergency Notices,,Bear Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5548,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5549,,Dorothy Clark,Dorothy Clark,Butte,Emergency Notice - Fire,Harvest,Complete,7.50836273,,852.8592536593795,30385.265952311405,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Emergency Notice,2019.0,nan,,5550,Middle Fork Feather,18020123,Feather,Harvest,Harvest
1958,USDA,USFS,Federal,Sierra,InvasiveSpeciesMgmt-TerPlant,Restoration - Other,Complete,1018.2754394132612,,7446.755865664669,147836.7444601401,USFS Watershed Improvement Tracking (WIT),,051700 Invasive Plant Treatment 2016,,2016.0,,,,TAHOE NATIONAL FOREST,0517,,,,,,,,,Invasives Management,2016.0,nan,,1959,Middle Fork Feather,18020123,Feather,Restoration - Other,Restoration - Other
5550,,Penny Cook et al,Penny Cook et al,Butte,"Emergency Notice - Financial, Fire",Harvest,Complete,9.99493532,,1206.642441999184,40448.06817510861,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5551,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5551,,Sierra Pacific Land and Timber Company; R H Emmerson and Son LLC,Sierra Pacific Land and Timber Company; R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,767.83671522,,29560.458487765405,3107324.9423602475,CAL FIRE Emergency Notices,,2020 Bear Fire,,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5552,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5552,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,85.07437118,,3617.5090175233477,344283.76539497834,CAL FIRE Emergency Notices,,Bear Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5553,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5553,,Linda Draper,Linda Draper,Butte,Emergency Notice - Fire,Harvest,Complete,15.01857833,,1068.0363158212472,60778.030183929586,CAL FIRE Emergency Notices,,Ponderosa Fire,,,,,,,,,,,,,2018.0,2019.0,Timber Harvest,Emergency Notice,2019.0,nan,,5554,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5554,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,184.66475304,,4650.31448867796,747311.7418385814,CAL FIRE Emergency Notices,,2020 North Complex (Bear Fire),,,,,,,,,,,,,2022.0,2023.0,Timber Harvest,Emergency Notice,2023.0,nan,,5555,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5548,,R H Emmerson & Son LLC,R H Emmerson & Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,440.8882702,,12242.610519884796,1784211.5278211432,CAL FIRE Emergency Notices,,2017 Ponderosa Fire,,,,,,,,,,,,,2017.0,2018.0,Timber Harvest,Emergency Notice,2018.0,nan,,5549,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5577,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,592.82440289,,15424.068932319567,2399075.242171465,CAL FIRE Emergency Notices,,Bear Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5578,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5578,,R H Emmerson and Son LLC,R H Emmerson and Son LLC,Butte,Emergency Notice - Fire,Harvest,Complete,1121.31590356,,13166.041946380457,4537804.465869598,CAL FIRE Emergency Notices,,Bear Fire 2020,,,,,,,,,,,,,2021.0,2022.0,Timber Harvest,Emergency Notice,2022.0,nan,,5579,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5579,,"Pam Peterson, Peterson Survivors Trust","Pam Peterson, Peterson Survivors Trust",Butte,Emergency Notice - Fire,Harvest,Complete,203.07294283,,4559.800171160018,821807.0429006638,CAL FIRE Emergency Notices,,North Complex Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5580,Middle Fork Feather,18020123,Feather,Harvest,Harvest
5546,,Siller Brothers Inc,Siller Brothers Inc,Butte,Emergency Notice - Fire,Harvest,Complete,90.64513023,,3091.444517666591,366827.82741884177,CAL FIRE Emergency Notices,,Bear Fire,,,,,,,,,,,,,2020.0,2021.0,Timber Harvest,Emergency Notice,2021.0,nan,,5547,Middle Fork Feather,18020123,Feather,Harvest,Harvest
